GeneSymbol,PhenotypeList,MIM_Number
DEPDC5,not specified|Inborn genetic diseases|Familial focal epilepsy with variable foci,614191
DEPDC5,not specified|Familial focal epilepsy with variable foci|Inborn genetic diseases,614191
DEPDC5,"not specified|Epilepsy, familial focal, with variable foci 1|Inborn genetic diseases|Familial focal epilepsy with variable foci|not provided|DEPDC5-related disorder",614191
MECP2,not specified|Severe neonatal-onset encephalopathy with microcephaly|Inborn genetic diseases|not provided|MECP2-related disorder|Rett syndrome,300005
MECP2,not specified|Severe neonatal-onset encephalopathy with microcephaly|MECP2-related disorder|Inborn genetic diseases|Rett syndrome,300005
MECP2,not specified|not provided|Rett syndrome|Severe neonatal-onset encephalopathy with microcephaly|MECP2-related disorder|Inborn genetic diseases,300005
MECP2,not specified|MECP2-related disorder|Severe neonatal-onset encephalopathy with microcephaly|Rett syndrome,300005
MECP2,not specified|Severe neonatal-onset encephalopathy with microcephaly|MECP2-related disorder,300005
MECP2,not specified|Severe neonatal-onset encephalopathy with microcephaly,300005
CDKL5,"not specified|not provided|Angelman syndrome-like;Developmental and epileptic encephalopathy, 2|Inborn genetic diseases|CDKL5 disorder|CDKL5-related disorder",300203
CDKL5,"not specified|Developmental and epileptic encephalopathy, 2;Angelman syndrome-like|CDKL5 disorder|Inborn genetic diseases",300203
ARX,"not specified|Developmental and epileptic encephalopathy, 1;Intellectual disability, X-linked, with or without seizures, ARX-related|Inborn genetic diseases|Intellectual disability",300382
ARX,X-linked lissencephaly with abnormal genitalia|not provided,300382
ARX,"not specified|History of neurodevelopmental disorder|Developmental and epileptic encephalopathy, 1;Intellectual disability, X-linked, with or without seizures, ARX-related|not provided",300382
ARX,"X-linked lissencephaly with abnormal genitalia|Intellectual disability, X-linked, with or without seizures, ARX-related;Developmental and epileptic encephalopathy, 1",300382
ARX,"not specified|not provided|Inborn genetic diseases|Developmental and epileptic encephalopathy, 1;Intellectual disability, X-linked, with or without seizures, ARX-related",300382
ARX,"not specified|not provided|Developmental and epileptic encephalopathy, 1;Intellectual disability, X-linked, with or without seizures, ARX-related",300382
TBC1D24,DOORS syndrome|not provided,613577
KCNQ2,Developmental and epileptic encephalopathy|not provided|Complex neurodevelopmental disorder|not specified,602235
KCNQ2,Developmental and epileptic encephalopathy|not specified|not provided|Inborn genetic diseases,602235
TBC1D24,"Autosomal dominant nonsyndromic hearing loss 65;Developmental and epileptic encephalopathy, 1;Caused by mutation in the TBC1 domain family, member 24",613577
KCNQ2,"Developmental and epileptic encephalopathy, 7|not provided|Complex neurodevelopmental disorder",602235
SCN1A,"Severe myoclonic epilepsy in infancy|Developmental and epileptic encephalopathy|Autosomal dominant epilepsy|Migraine, familial hemiplegic, 3",182389
TSC2,Tuberous sclerosis 2|not provided,191092
CDKL5,"Developmental and epileptic encephalopathy, 2|not provided",300203
SLC2A1,Hereditary cryohydrocytosis with reduced stomatin|not provided,138140
SLC2A1,Hereditary cryohydrocytosis with reduced stomatin|Inborn genetic diseases|not provided|Encephalopathy due to GLUT1 deficiency,138140
CHD2,Developmental and epileptic encephalopathy 94|not provided|Complex neurodevelopmental disorder|CHD2-related disorder|Seizure;Autistic behavior,602119
CHD2,not provided|Developmental and epileptic encephalopathy 94|not specified|Inborn genetic diseases|CHD2-related disorder,602119
KCNQ2,"Developmental and epileptic encephalopathy, 7|Developmental and epileptic encephalopathy|Seizures, benign familial neonatal, 1;Developmental and epileptic encephalopathy, 7|not provided|KCNQ2-related disorder|Autosomal recessive congenital ichthyosis 10|Complex neurodevelopmental disorder",602235
KCNQ2,"Developmental and epileptic encephalopathy, 7|Complex neurodevelopmental disorder",602235
KCNQ2,"Developmental and epileptic encephalopathy|Seizures, benign familial neonatal, 1",602235
ALDH7A1,Pyridoxine-dependent epilepsy|not specified,107323
TSC1,not specified|Hereditary cancer-predisposing syndrome|not provided|Tuberous sclerosis 1|Tuberous sclerosis syndrome|Isolated focal cortical dysplasia type II;Lymphangiomyomatosis;Tuberous sclerosis 1|TSC1-related disorder,605284
TSC2,Tuberous sclerosis 2|Tuberous sclerosis syndrome|not specified|Hereditary cancer-predisposing syndrome,191092
TSC2,Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|Tuberous sclerosis syndrome,191092
TSC2,Tuberous sclerosis 2|Isolated focal cortical dysplasia type II;Lymphangiomyomatosis;Tuberous sclerosis 2|not specified|Hereditary cancer-predisposing syndrome,191092
ARX,"Intellectual disability, X-linked, with or without seizures, ARX-related|Developmental and epileptic encephalopathy, 1;Intellectual disability, X-linked, with or without seizures, ARX-related",300382
CHD2,Developmental and epileptic encephalopathy 94|Inborn genetic diseases,602119
GABRA1,"Developmental and epileptic encephalopathy, 19|not provided|Epilepsy, idiopathic generalized, susceptibility to, 13;Idiopathic generalized epilepsy;Epilepsy, childhood absence 4",137160
SCN8A,Inborn genetic diseases|not provided|Complex neurodevelopmental disorder,600702
FOXG1,Inborn genetic diseases,164874
TSC2,not specified|Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|Ovarian cancer,191092
TBC1D24,"not specified|Developmental and epileptic encephalopathy, 1;Autosomal dominant nonsyndromic hearing loss 65;Caused by mutation in the TBC1 domain family, member 24|not provided|Familial infantile myoclonic epilepsy",613577
TBC1D24,"Developmental and epileptic encephalopathy, 1;Autosomal dominant nonsyndromic hearing loss 65;Caused by mutation in the TBC1 domain family, member 24|not specified",613577
TBC1D24,"not specified|Developmental and epileptic encephalopathy, 1;Autosomal dominant nonsyndromic hearing loss 65;Caused by mutation in the TBC1 domain family, member 24|not provided",613577
TBC1D24,"not specified|Autosomal dominant nonsyndromic hearing loss 65;Developmental and epileptic encephalopathy, 1;Caused by mutation in the TBC1 domain family, member 24|TBC1D24-related disorder",613577
TBC1D24,"not specified|Developmental and epileptic encephalopathy, 1;Autosomal dominant nonsyndromic hearing loss 65;Caused by mutation in the TBC1 domain family, member 24|Familial infantile myoclonic epilepsy|not provided|6 conditions",613577
TBC1D24,"not specified|Autosomal dominant nonsyndromic hearing loss 65;Developmental and epileptic encephalopathy, 1;Caused by mutation in the TBC1 domain family, member 24",613577
TBC1D24,not specified,613577
TBC1D24,"not specified|not provided|Autosomal dominant nonsyndromic hearing loss 65;Developmental and epileptic encephalopathy, 1;Caused by mutation in the TBC1 domain family, member 24",613577
TBC1D24,"not specified|Autosomal dominant nonsyndromic hearing loss 65|Developmental and epileptic encephalopathy, 1;Autosomal dominant nonsyndromic hearing loss 65;Caused by mutation in the TBC1 domain family, member 24|Familial infantile myoclonic epilepsy|not provided|Inborn genetic diseases|Rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome",613577
SCN9A,"not specified|Paroxysmal extreme pain disorder|Channelopathy-associated congenital insensitivity to pain, autosomal recessive|Small fiber neuropathy|Primary erythromelalgia|not provided|Neuropathy, hereditary sensory and autonomic, type 2A;Generalized epilepsy with febrile seizures plus, type 7",603415
SCN9A,"not provided|Neuropathy, hereditary sensory and autonomic, type 2A;Generalized epilepsy with febrile seizures plus, type 7",603415
SCN9A,"not specified|Primary erythromelalgia|not provided|Generalized epilepsy with febrile seizures plus, type 7;Neuropathy, hereditary sensory and autonomic, type 2A|Channelopathy-associated congenital insensitivity to pain, autosomal recessive|Inborn genetic diseases|Paroxysmal extreme pain disorder|SCN9A-related disorder",603415
SCN9A,"not provided|Inborn genetic diseases|Neuropathy, hereditary sensory and autonomic, type 2A;Generalized epilepsy with febrile seizures plus, type 7",603415
SCN9A,not provided,603415
SCN9A,"not provided|Neuropathy, hereditary sensory and autonomic, type 2A;Generalized epilepsy with febrile seizures plus, type 7|Inborn genetic diseases|Paroxysmal extreme pain disorder",603415
SCN9A,"not provided|Neuropathy, hereditary sensory and autonomic, type 2A;Generalized epilepsy with febrile seizures plus, type 7|6 conditions|Inborn genetic diseases|Generalized epilepsy with febrile seizures plus, type 7",603415
ARX,"not provided|X-linked lissencephaly with abnormal genitalia;Developmental and epileptic encephalopathy, 1;Partington syndrome;Intellectual disability, X-linked, with or without seizures, ARX-related;Corpus callosum agenesis-abnormal genitalia syndrome|Developmental and epileptic encephalopathy, 1;Intellectual disability, X-linked, with or without seizures, ARX-related|Inborn genetic diseases",300382
ARX,"not provided|Developmental and epileptic encephalopathy, 1;Intellectual disability, X-linked, with or without seizures, ARX-related|Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A6",300382
TSC1,Hereditary cancer-predisposing syndrome|Tuberous sclerosis 1|not provided,605284
TSC1,Hereditary cancer-predisposing syndrome|Tuberous sclerosis 1|not provided|TSC1-related disorder|Tuberous sclerosis syndrome,605284
TSC1,Hereditary cancer-predisposing syndrome|Tuberous sclerosis 1|TSC1-related disorder|Tuberous sclerosis syndrome,605284
TSC1,Hereditary cancer-predisposing syndrome|Tuberous sclerosis 1|Isolated focal cortical dysplasia type II,605284
TSC2,Hereditary cancer-predisposing syndrome,191092
TSC2,Hereditary cancer-predisposing syndrome|Tuberous sclerosis 2|Tuberous sclerosis syndrome|TSC2-related disorder,191092
TSC2,Hereditary cancer-predisposing syndrome|Dilated cardiomyopathy 1D|not provided|Tuberous sclerosis 2|Tuberous sclerosis syndrome,191092
TSC2,Hereditary cancer-predisposing syndrome|Tuberous sclerosis 2|TSC2-related disorder|not specified,191092
TSC2,Hereditary cancer-predisposing syndrome|not provided|Isolated focal cortical dysplasia type II|Tuberous sclerosis 2|Tuberous sclerosis syndrome,191092
TSC2,Hereditary cancer-predisposing syndrome|Tuberous sclerosis 2|Tuberous sclerosis syndrome|Ovarian cancer,191092
TSC2,Hereditary cancer-predisposing syndrome|Tuberous sclerosis 2|Tuberous sclerosis 2;Lymphangiomyomatosis;Isolated focal cortical dysplasia type II|Isolated focal cortical dysplasia type II,191092
TSC2,Hereditary cancer-predisposing syndrome|Tuberous sclerosis syndrome|Tuberous sclerosis 2,191092
TSC2,Hereditary cancer-predisposing syndrome|Tuberous sclerosis 2|Tuberous sclerosis syndrome|Isolated focal cortical dysplasia type II;Tuberous sclerosis 2;Lymphangiomyomatosis,191092
TSC2,Hereditary cancer-predisposing syndrome|Tuberous sclerosis 2|not provided|Isolated focal cortical dysplasia type II;Lymphangiomyomatosis;Tuberous sclerosis 2,191092
TSC2,Hereditary cancer-predisposing syndrome|not specified|Tuberous sclerosis 2|Tuberous sclerosis syndrome,191092
TSC2,Hereditary cancer-predisposing syndrome|Tuberous sclerosis 2|TSC2-related disorder|Tuberous sclerosis syndrome,191092
TSC2,Hereditary cancer-predisposing syndrome|Tuberous sclerosis 2|not provided|Isolated focal cortical dysplasia type II;Tuberous sclerosis 2;Lymphangiomyomatosis|Tuberous sclerosis syndrome,191092
TSC2,Hereditary cancer-predisposing syndrome|Tuberous sclerosis 2|Tuberous sclerosis syndrome|Isolated focal cortical dysplasia type II,191092
TSC2,Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|Tuberous sclerosis syndrome|not provided|Isolated focal cortical dysplasia type II;Lymphangiomyomatosis;Tuberous sclerosis 2,191092
PLCB1,"not provided|not specified|Developmental and epileptic encephalopathy, 12|Inborn genetic diseases",607120
SCN8A,6 conditions|Developmental and epileptic encephalopathy|not provided,600702
SCN3A,not provided|Developmental and epileptic encephalopathy,182391
SCN3A,not provided|SCN3A-related disorder|Developmental and epileptic encephalopathy,182391
SCN3A,not specified|not provided|SCN3A-related disorder,182391
SCN3A,"not provided|Inborn genetic diseases|Epilepsy, familial focal, with variable foci 4",182391
SCN3A,"Developmental and epileptic encephalopathy, 62;Epilepsy, familial focal, with variable foci 4|not provided",182391
SCN3A,not provided|not specified,182391
SCN2A,"not specified|not provided|Developmental and epileptic encephalopathy, 11;Seizures, benign familial infantile, 3|Seizures, benign familial infantile, 3|Inborn genetic diseases",182390
SCN9A,"Inherited Erythromelalgia|Primary erythromelalgia|Paroxysmal extreme pain disorder|Channelopathy-associated congenital insensitivity to pain, autosomal recessive|not provided|Generalized epilepsy with febrile seizures plus, type 7;Neuropathy, hereditary sensory and autonomic, type 2A|Generalized epilepsy with febrile seizures plus, type 7|Inborn genetic diseases",603415
SCN9A,"Neuropathy, hereditary sensory and autonomic, type 2A;Generalized epilepsy with febrile seizures plus, type 7|not provided|6 conditions|Generalized epilepsy with febrile seizures plus, type 7|Inborn genetic diseases",603415
GABRG2,"EPILEPSY, CHILDHOOD ABSENCE, SUSCEPTIBILITY TO, 2;Febrile seizures, familial, 8|Inborn genetic diseases",137164
KCNQ3,"Benign neonatal seizures|Benign Neonatal Epilepsy|Seizures, benign familial neonatal, 2|not provided",602232
TSC1,Tuberous sclerosis 1|not provided|TSC1-related disorder|Hereditary cancer-predisposing syndrome,605284
TSC1,Tuberous sclerosis 1|Hereditary cancer-predisposing syndrome|Isolated focal cortical dysplasia type II|not provided|Tuberous sclerosis syndrome,605284
TSC1,Tuberous sclerosis 1|not provided|Lymphangiomyomatosis;Tuberous sclerosis 1;Isolated focal cortical dysplasia type II|TSC1-related disorder|Hereditary cancer-predisposing syndrome,605284
TSC1,not specified|Tuberous sclerosis 1|Isolated focal cortical dysplasia type II|Hereditary cancer-predisposing syndrome|not provided|Tuberous sclerosis syndrome,605284
TSC1,Tuberous sclerosis 1|not specified|Hereditary cancer-predisposing syndrome,605284
TSC1,Tuberous sclerosis 1|Hereditary cancer-predisposing syndrome|Isolated focal cortical dysplasia type II;Lymphangiomyomatosis;Tuberous sclerosis 1,605284
TSC1,not specified|Tuberous sclerosis 1|Hereditary cancer-predisposing syndrome|Tuberous sclerosis syndrome|not provided|Isolated focal cortical dysplasia type II;Tuberous sclerosis 1;Lymphangiomyomatosis,605284
